ParticipantID,BlockID,trialID,position-x,position-z,head-yaw-x,head-yaw-y,head-yaw-z
1,5,4,-9,15,12.81602,176.0273,1.426488
1,5,4,-9,15,12.93302,175.1683,1.294362
1,5,4,-9,15,13.13218,175.2156,1.37411
1,5,4,-9,15,12.64769,175.6798,1.361415
1,5,4,-9,15,11.39169,175.7758,1.418149
1,5,4,-9,15,9.585306,173.9287,1.048422
1,5,4,-8.951465,14.6157,9.010193,172.7691,0.4101364
1,5,4,-8.975107,14.01779,9.02682,184.4891,0.8047067
1,5,4,-9.247984,13.48721,7.673724,215.1223,3.521004
1,5,4,-9.772689,13.10523,6.870146,236.7306,4.355672
1,5,4,-10.41443,12.82642,6.972048,241.2936,4.551055
1,5,4,-10.99589,12.53365,8.544948,231.5138,4.765631
1,5,4,-11.4037,12.04044,9.917581,198.8988,2.171274
1,5,4,-11.49894,11.43765,8.087393,165.348,0.9115209
1,5,4,-11.4751,10.74779,9.289622,137.3121,1.444391
1,5,4,-11.21882,9.877056,8.54269,119.1687,0.7606786
1,5,4,-10.81268,9.057508,7.727948,100.9781,359.1765
1,5,4,-10.02734,8.010701,9.883233,94.77882,359.4147
1,5,4,-9.089211,7.099876,9.017497,81.02275,358.791
1,5,4,-8.245914,6.7668,6.466732,54.99948,354.6862
1,5,4,-7.270065,6.804212,5.405322,34.72142,354.7467
1,5,4,-6.451332,7.030124,5.82581,24.95051,354.6406
1,5,4,-5.601125,7.365907,7.247172,23.39252,354.7355
1,5,4,-4.777015,7.527221,10.57208,46.19192,357.4403
1,5,4,-3.93278,7.224853,10.78078,75.50855,358.7399
1,5,4,-3.293736,6.62641,11.98011,80.98046,356.8663
1,5,4,-2.732381,6.09465,10.44287,83.78015,354.3305
1,5,4,-2.061896,5.485461,10.89052,87.91975,355.0308
1,5,4,-1.456625,4.899719,10.52981,88.23888,355.3252
1,5,4,-0.8468849,4.316439,10.2834,87.53044,355.936
1,5,4,-0.08111735,3.611552,9.761856,86.49072,356.3566
1,5,4,0.5514379,3.048405,9.619646,85.65842,356.823
1,5,4,1.191189,2.530401,9.321459,84.54405,357.0409
1,5,4,1.859757,2.314811,10.00054,83.25606,357.4399
1,5,4,2.496596,2.3759,12.97261,82.53788,357.6337
1,5,4,3.15201,2.646706,11.27503,82.69062,358.1452
1,5,4,3.721104,3.28468,10.35552,82.64049,358.8026
1,5,4,4.272166,4.018784,10.28559,81.99008,359.1457
1,5,4,4.782401,4.648451,11.43944,81.02647,359.4844
1,5,4,5.294873,4.890871,12.53092,78.09668,359.4983
1,5,4,5.294873,4.890871,11.11818,72.78069,359.3676
1,5,4,5.294873,4.890871,8.472604,51.76877,358.085
1,5,4,5.294873,4.890871,8.002257,23.59382,356.8824
1,5,4,5.294873,4.890871,9.550912,9.740623,356.1932
1,5,4,5.301528,4.890271,10.64202,4.186338,355.5374
1,5,4,5.571441,5.183565,13.63663,3.12764,356.4059
1,5,4,5.625846,5.809584,16.72558,3.021274,357.406
