ParticipantID,Session-number,BlockID,trialID,time-stamp,position-x,position-z,head-yaw-x,head-yaw-y,head-yaw-z
,,4,0,0.2409222,-9,15.6,2.213105,317.2941,359.6411
,,4,0,0.3524275,-9,15.6,2.223278,317.3002,359.6396
,,4,0,0.4752739,-9,15.6,2.228845,317.3058,359.6552
,,4,0,0.5871602,-9,15.6,2.227866,317.3116,359.6554
,,4,0,0.6987285,-9,15.6,2.227337,317.3114,359.6482
,,4,0,0.8104028,-9,15.6,2.235799,317.2972,359.6673
,,4,0,0.9320135,-8.847738,15.435,2.233873,317.3122,359.6574
,,4,0,1.034277,-8.381825,14.92997,2.21858,317.3158,359.6566
,,4,0,1.145623,-7.95808,14.47062,2.213939,317.3054,359.6552
,,4,0,1.25913,-7.520449,13.99628,2.213438,317.2921,359.6617
,,4,0,1.370033,-7.09919,13.53975,2.229738,317.3094,359.6651
,,4,0,1.482666,-6.679182,13.08453,2.237771,317.3014,359.6664
,,4,0,1.593887,-6.258876,12.62902,2.226625,317.2899,359.655
,,4,0,1.715704,-5.766548,12.0956,2.231679,317.3029,359.6603
,,4,0,1.827545,-5.342289,11.6359,2.219305,317.298,359.653
,,4,0,1.939629,-4.922593,11.1811,2.226953,317.2951,359.6583
,,4,0,2.058555,-4.491798,10.71432,2.23437,317.3049,359.6666
,,4,0,2.175544,-4.06045,10.25369,2.217479,317.304,359.6604
,,4,0,2.274498,-3.513279,9.897784,2.220415,317.299,359.6557
,,4,0,2.385907,-2.85075,9.568733,2.204884,317.2961,359.6575
,,4,0,2.499829,-2.308604,9.235783,2.21221,317.3038,359.6469
,,4,0,2.60927,-1.888601,8.786898,2.213429,317.3012,359.6543
,,4,0,2.72104,-1.468304,8.331369,2.189243,317.2979,359.6605
,,4,0,2.832936,-1.069431,7.839634,2.225094,317.2924,359.6603
,,4,0,2.95572,-0.6273332,7.24388,2.219066,317.2914,359.6564
,,4,0,3.056168,-0.2770195,6.722832,2.21181,317.3137,359.6571
,,4,0,3.16798,0.03187375,6.150335,2.218433,317.3012,359.6615
,,4,0,3.326981,0.2782336,5.537975,2.212268,317.2981,359.6483
,,4,0,3.483442,0.4395279,4.901053,2.22277,317.3005,359.6653
,,4,0,3.633018,0.5015526,4.256438,2.214587,317.3057,359.6598
,,4,0,3.784781,0.5071281,3.517167,2.222342,317.3013,359.6633
,,4,0,3.954548,0.4814313,2.83422,2.21591,317.294,359.6551
,,4,0,4.105552,0.4275915,2.170736,2.213512,317.3036,359.664
,,4,0,4.255662,0.3542313,1.525053,2.205127,317.3113,359.659
