ParticipantID,Session-number,BlockID,time-stamp,x,z
,,0,201.6446,0,0
,,0,201.7567,0,0
,,0,201.8666,0,0
,,0,201.9782,0,0
,,0,202.0894,0,0
,,0,202.2,0,0
,,0,202.3112,0,0
,,0,202.422,0,0
,,0,202.5331,0,0
,,0,202.6443,0,0
,,0,202.7558,0,0
,,0,202.8666,0,0
,,0,202.9774,0,0
,,0,203.0878,0,0
,,0,203.2075,0,0
,,0,203.3101,0,0
,,0,203.421,0,0
,,0,203.532,0,0
,,0,203.6434,0,0
,,0,203.7542,0,0
,,0,203.8654,0,0
,,0,203.9764,0,0
,,0,204.0874,0,0
,,0,204.1986,0,0
,,0,204.3096,0,0
,,0,204.4207,0,0
,,0,204.5317,0,0
,,0,204.6429,0,0
,,0,204.7541,0,0
,,0,204.8648,0,0
,,0,204.976,0,0
,,0,205.0872,0,0
,,0,205.1986,0,0
,,0,205.3098,0,0
,,0,205.4207,0,0
,,0,205.5318,0,0
,,0,205.6428,0,0
,,0,205.7539,0,0
,,0,205.8645,0,0
,,0,205.9755,0,0
,,0,206.0866,0.05578661,-0.1517348
,,0,206.1975,0.3351817,-0.6111312
,,0,206.3092,0.6571355,-1.065303
,,0,206.4206,1.013183,-1.488309
,,0,206.5316,1.380234,-1.903582
,,0,206.6427,1.769903,-2.308778
,,0,206.754,2.193536,-2.671892
,,0,206.8646,2.675889,-2.953197
,,0,206.9755,3.183546,-3.188904
,,0,207.0867,3.692289,-3.42174
,,0,207.1976,4.201419,-3.65697
,,0,207.3086,4.583661,-3.890771
,,0,207.4199,4.583661,-3.890771
,,0,207.5309,4.583661,-3.890771
,,0,207.6421,4.583661,-3.890771
,,0,207.7531,4.583661,-3.890771
,,0,207.8641,4.583661,-3.890771
,,0,207.9754,4.583661,-3.890771
,,0,208.0865,4.583661,-3.890771
,,0,208.1979,4.932631,-4.173433
,,0,208.3085,5.305139,-4.583377
,,0,208.4195,5.655888,-5.014284
,,0,208.5306,5.832605,-5.304096
,,0,208.6419,5.832605,-5.304096
,,0,208.753,5.832605,-5.304096
,,0,208.8637,5.832605,-5.304096
,,0,208.9753,5.832605,-5.304096
,,0,209.0862,5.832605,-5.304096
,,0,209.1971,5.832605,-5.304096
,,0,209.3082,6.214571,-5.407501
,,0,209.4191,6.503753,-5.565048
,,0,209.5302,6.503753,-5.565048
,,0,209.6415,6.503753,-5.565048
,,0,209.7523,6.503753,-5.565048
,,0,209.8635,6.503753,-5.565048
,,0,209.9742,6.503753,-5.565048
,,0,210.0856,6.503753,-5.565048
,,0,210.1964,6.503753,-5.565048
,,0,210.3075,6.503753,-5.565048
,,0,210.4187,6.503753,-5.565048
,,0,210.5297,6.503753,-5.565048
,,0,210.6411,6.503753,-5.565048
,,0,210.7519,6.503753,-5.565048
,,0,210.8631,6.503753,-5.565048
,,0,210.974,6.503753,-5.565048
,,0,211.0851,6.503753,-5.565048
