ParticipantID,Session-number,BlockID,trialID,time-stamp,position-x,position-z,head-yaw-x,head-yaw-y,head-yaw-z
,,1,1,0.2409222,-9,15.6,2.210605,317.2743,359.6542
,,1,1,0.3524275,-9,15.6,2.203673,317.2995,359.6619
,,1,1,0.4752739,-9,15.6,2.211008,317.2878,359.666
,,1,1,0.5871602,-9,15.6,2.207557,317.2842,359.6599
,,1,1,0.6987285,-9,15.6,2.207524,317.2825,359.6622
,,1,1,0.8104028,-9,15.6,2.212049,317.2872,359.663
,,1,1,0.9320135,-9,15.6,2.221501,317.2737,359.6621
,,1,1,1.034277,-9,15.6,2.217157,317.2808,359.671
,,1,1,1.145623,-9,15.6,2.225037,317.2832,359.6655
,,1,1,1.25913,-9,15.6,2.222251,317.2794,359.6656
,,1,1,1.370033,-9,15.6,2.227214,317.2841,359.6579
,,1,1,1.482666,-9,15.6,2.233788,317.2843,359.6602
,,1,1,1.593887,-9,15.6,2.231764,317.2858,359.6618
,,1,1,1.715704,-9,15.6,2.231788,317.2885,359.6596
,,1,1,1.827545,-9,15.6,2.234774,317.2874,359.6713
,,1,1,1.939629,-9,15.6,2.232157,317.2859,359.6583
,,1,1,2.058555,-9,15.6,2.238542,317.2846,359.672
,,1,1,2.175544,-9,15.6,2.233862,317.2746,359.6626
,,1,1,2.274498,-9,15.6,2.227407,317.2787,359.6551
,,1,1,2.385907,-9,15.6,2.221973,317.2738,359.655
,,1,1,2.499829,-9,15.6,2.216719,317.2895,359.6512
,,1,1,2.60927,-9,15.6,2.220905,317.2859,359.6628
,,1,1,2.72104,-9,15.6,2.22913,317.2968,359.6594
,,1,1,2.832936,-9,15.6,2.221319,317.2879,359.6633
,,1,1,2.95572,-9,15.6,2.213913,317.2918,359.6552
,,1,1,3.056168,-9,15.6,2.233388,317.2847,359.6703
,,1,1,3.16798,-9,15.6,2.22678,317.2781,359.6671
,,1,1,3.326981,-9,15.6,2.234139,317.2866,359.6634
,,1,1,3.483442,-9,15.6,2.240744,317.2894,359.66
,,1,1,3.633018,-9,15.6,2.23964,317.2861,359.6668
,,1,1,3.784781,-9,15.6,2.239752,317.2856,359.6657
,,1,1,3.954548,-9,15.6,2.232752,317.2747,359.6665
,,1,1,4.105552,-9,15.6,2.235154,317.2939,359.6667
,,1,1,4.255662,-9,15.6,2.217573,317.2907,359.6554
,,1,1,4.406553,-9,15.6,2.22038,317.2836,359.6607
,,1,1,4.555029,-9,15.6,2.216492,317.2913,359.6671
,,1,1,4.728931,-9,15.6,2.218525,317.2933,359.6634
,,1,1,4.910586,-8.992784,15.59218,2.215036,317.2966,359.6678
,,1,1,18.69179,-8.808085,15.3921,2.21924,317.2879,359.6608
,,1,1,18.8108,-8.456723,15.01358,2.239089,317.2896,359.668
,,1,1,18.91782,-8.02987,14.564,2.221737,317.2908,359.663
,,1,1,19.02956,-7.605104,14.11764,2.223928,317.2998,359.6544
,,1,1,19.14111,-7.093973,13.58046,2.216777,317.2904,359.6476
