ParticipantID,Session-number,BlockID,trialID,time-stamp,position-x,position-z,head-yaw-x,head-yaw-y,head-yaw-z
,,6,1,0.2409222,18,0,2.216943,77.27226,359.6532
,,6,1,0.3524275,18,0,2.233485,77.2604,359.6578
,,6,1,0.4752739,18,0,2.223994,77.25437,359.6644
,,6,1,0.5871602,18,0,2.236634,77.26505,359.6644
,,6,1,0.6987285,18,0,2.230818,77.27054,359.6635
,,6,1,0.8104028,18,0,2.229267,77.27128,359.6804
,,6,1,0.9320135,18,0,2.211133,77.28042,359.6557
,,6,1,1.034277,18,0,2.208747,77.27267,359.67
,,6,1,1.145623,18,0,2.221164,77.27497,359.6701
,,6,1,1.25913,18,0,2.216107,77.26421,359.668
,,6,1,1.370033,18,0,2.229485,77.26942,359.6699
,,6,1,1.482666,18,0,2.238056,77.27928,359.6829
,,6,1,1.593887,18,0,2.236862,77.27234,359.6791
,,6,1,1.715704,17.92777,-0.01631754,2.222492,77.26203,359.6618
,,6,1,1.827545,17.356,-0.1455221,2.217114,77.26485,359.6671
,,6,1,1.939629,16.74798,-0.2829467,2.242182,77.26326,359.666
,,6,1,2.058555,16.12264,-0.4242496,2.225493,77.26112,359.6638
,,6,1,2.175544,15.48004,-0.5694523,2.237796,77.27728,359.6621
,,6,1,2.274498,14.76224,-0.7316576,2.234368,77.26732,359.668
,,6,1,2.385907,14.13327,-0.8738098,2.228644,77.25452,359.6734
,,6,1,2.499829,13.50597,-1.015606,2.228118,77.2723,359.6792
,,6,1,2.60927,12.6374,-1.211932,2.221993,77.25827,359.6799
,,6,1,2.72104,11.72617,-1.417968,2.22524,77.2547,359.6566
,,6,1,2.832936,11.01819,-1.577991,2.226094,77.2563,359.6593
,,6,1,2.95572,10.31823,-1.736305,2.227566,77.25884,359.6714
,,6,1,3.056168,9.705952,-1.874723,2.231832,77.26308,359.6746
,,6,1,3.16798,9.101453,-2.011353,2.216719,77.26223,359.6621
,,6,1,3.326981,8.488916,-2.149798,2.222851,77.26751,359.6657
,,6,1,3.483442,7.876135,-2.28824,2.229446,77.26456,359.6567
,,6,1,3.633018,7.178045,-2.445945,2.218551,77.27449,359.6639
,,6,1,3.784781,6.555099,-2.58426,2.224729,77.2615,359.6709
,,6,1,3.954548,5.630969,-2.761021,2.211216,77.26118,359.6706
,,6,1,4.105552,4.708458,-2.899261,2.220768,77.26859,359.6743
,,6,1,4.255662,3.992167,-2.989724,2.213554,77.25913,359.676
