ParticipantID,BlockID,trialID,position-x,position-z,head-yaw-x,head-yaw-y,head-yaw-z
1,3,3,9,-15,9.102448,145.3197,1.684272
1,3,3,9,-15,9.085181,145.3146,1.599261
1,3,3,9,-15,9.093771,145.1974,1.63105
1,3,3,9,-15,8.985443,143.5544,1.895235
1,3,3,9,-15,7.081589,127.2602,2.048918
1,3,3,9.031083,-15.04868,5.166562,100.8887,2.136747
1,3,3,9.685852,-15.30716,3.377695,70.30949,2.526345
1,3,3,10.49733,-15.47755,3.223248,59.68214,2.158605
1,3,3,11.33564,-15.53347,4.565418,49.71185,2.781638
1,3,3,11.79941,-15.17155,4.870356,29.98453,1.792449
1,3,3,11.42105,-14.35909,4.92732,10.98798,1.105535
1,3,3,10.735,-13.65499,6.127647,354.0541,0.7119356
1,3,3,10.11452,-13.16233,7.005349,345.0342,359.878
1,3,3,9.564816,-12.67657,7.602386,332.2425,358.9931
1,3,3,9.169159,-12.22205,7.341021,315.45,358.6535
1,3,3,8.648406,-11.83645,6.482113,303.8489,357.9952
1,3,3,8.025875,-11.53079,8.658405,291.7764,358.6418
1,3,3,7.446258,-11.22422,9.252093,287.2006,358.02
1,3,3,6.914967,-10.60318,11.32395,285.8929,359.0775
1,3,3,6.234597,-9.57949,10.878,283.5231,359.0569
1,3,3,5.550186,-8.467196,10.94248,282.4957,358.9976
1,3,3,5.024872,-7.641646,10.8604,281.1981,358.6345
1,3,3,4.552408,-6.935534,9.817757,280.4533,359.1287
1,3,3,4.071559,-6.232857,9.00343,279.9589,359.5713
1,3,3,3.546568,-5.478559,7.878989,279.7139,0.1001398
1,3,3,3.053437,-4.781721,8.764962,279.1847,0.5825406
1,3,3,2.472413,-3.986524,8.863514,277.4291,0.01846652
1,3,3,1.946332,-3.317346,11.03868,275.8882,0.4563735
1,3,3,1.360108,-2.735723,9.839723,275.7912,1.486793
1,3,3,0.7682562,-2.648674,10.05131,274.5519,1.471962
1,3,3,0.1264562,-2.597205,9.661049,274.661,1.742729
1,3,3,-0.5546982,-2.45146,9.362803,274.8464,1.704025
1,3,3,-1.18507,-2.237589,8.272218,274.6554,1.134009
1,3,3,-2.04284,-1.947024,8.525241,274.7311,0.6917093
1,3,3,-2.954256,-1.763043,8.520312,274.5778,0.8975945
1,3,3,-3.643991,-1.708608,8.918435,274.4416,0.8867125
1,3,3,-4.333396,-1.656669,9.216553,274.1383,0.9693978
1,3,3,-4.976453,-1.611835,9.409314,273.8816,1.069887
1,3,3,-5.573449,-1.572758,9.664381,273.6512,1.117857
1,3,3,-6.170176,-1.53582,9.818116,273.5386,1.117833
1,3,3,-6.812235,-1.495933,10.21145,273.5623,1.098351
1,3,3,-7.454331,-1.457187,9.958522,273.3792,1.124485
1,3,3,-8.097038,-1.421153,9.850305,273.1774,1.100513
1,3,3,-8.739432,-1.384557,10.08406,273.3123,0.875258
1,3,3,-9.335904,-1.348723,9.660992,273.4071,1.01908
1,3,3,-9.933151,-1.31463,9.671079,273.1807,1.249653
1,3,3,-10.57613,-1.279902,9.760994,273.1018,1.303674
1,3,3,-11.26508,-1.243281,9.743251,272.9481,1.541644
1,3,3,-11.86204,-1.213003,10.01133,272.8784,1.537378
1,3,3,-12.50452,-1.179915,9.934368,273.0042,1.571149
1,3,3,-13.10131,-1.148697,9.974227,272.9003,1.616053
