ParticipantID,Session-number,BlockID,trialID,time-stamp,position-x,position-z,head-yaw-x,head-yaw-y,head-yaw-z
00,1,4,2,11.34727,-18,0,21.11556,79.28679,359.1418
00,1,4,2,11.45908,-18,0,17.84877,80.1794,0.130824
00,1,4,2,11.57069,-18,0,15.58137,81.71578,0.866609
00,1,4,2,11.68229,-18,0,13.77898,83.07258,1.396638
00,1,4,2,11.79414,-18,0,11.51473,82.1587,0.891593
00,1,4,2,11.90571,-18,0,9.740257,82.81359,0.4026288
00,1,4,2,12.01748,-18,0,8.740661,85.99883,0.839592
00,1,4,2,12.12911,-18,0,7.173259,102.8102,5.545007
00,1,4,2,12.24107,-18,0,4.931069,125.1749,9.330689
00,1,4,2,12.3525,-18,0,3.502783,140.2845,10.03601
00,1,4,2,12.46434,-18,0,3.732643,148.6247,9.790313
00,1,4,2,12.57633,-18,0,7.199208,146.0087,8.794903
00,1,4,2,12.68812,-18,0,9.652924,121.5334,3.239801
00,1,4,2,12.80011,-18,0,8.382985,85.06793,357.5742
00,1,4,2,12.9114,-18,0,5.311164,54.38213,355.002
00,1,4,2,13.02349,-18,0,4.27438,35.79168,355.3855
00,1,4,2,13.13506,-18,0,4.135357,26.15051,356.1189
00,1,4,2,13.24765,-18,0,4.336136,22.33229,356.3506
00,1,4,2,13.35918,-18,0,4.912265,15.89073,357.0818
00,1,4,2,13.47013,-18,0,5.91083,5.107269,357.4251
00,1,4,2,13.58171,-18,0,9.20954,353.0037,356.946
00,1,4,2,13.69337,-18,0,10.4299,337.0353,354.8781
00,1,4,2,13.80528,-18,0,8.180587,319.9795,352.636
00,1,4,2,13.91718,-18,0,6.827868,306.8951,351.6156
00,1,4,2,14.02866,-18,0,6.942698,297.1738,352.9057
00,1,4,2,14.14034,-18,0,7.761765,288.1674,354.8327
00,1,4,2,14.25214,-18,0,12.31413,279.9509,357.2366
00,1,4,2,14.36379,-18,0,18.6706,274.062,357.5266
00,1,4,2,14.47541,-18,0,22.24501,269.5807,357.9669
00,1,4,2,14.58739,-18,0,29.53083,267.5446,358.722
00,1,4,2,14.69907,-17.99833,0.0001313366,35.04221,265.0245,359.8632
00,1,4,2,14.81061,-17.87393,0.01473654,31.92277,262.5767,1.007772
00,1,4,2,14.92231,-17.50835,0.06405298,29.36381,262.2899,2.730107
00,1,4,2,15.03408,-17.09689,0.1205567,25.91208,261.7399,3.400399
00,1,4,2,15.14561,-16.67384,0.1843022,22.65813,261.1607,3.30076
00,1,4,2,15.25739,-16.23912,0.2182606,22.01351,260.7895,2.741868
00,1,4,2,15.36948,-15.90538,0.01632917,24.54779,261.3166,1.125549
00,1,4,2,15.48082,-15.68682,-0.3918769,26.41016,261.8491,0.6051196
00,1,4,2,15.59278,-15.48186,-0.8381028,27.04336,262.9658,0.7178196
00,1,4,2,15.70439,-15.25598,-1.270415,25.22019,264.562,1.495643
00,1,4,2,15.81592,-14.90129,-1.537448,24.47204,266.3896,1.821925
00,1,4,2,15.92755,-14.47354,-1.557853,25.33456,267.293,2.001946
00,1,4,2,16.03919,-14.05295,-1.538431,27.42365,267.2589,1.446613
00,1,4,2,16.15161,-13.64032,-1.56979,31.97011,266.0455,0.9004296
00,1,4,2,16.26287,-13.28129,-1.770854,35.86894,263.9808,359.9326
00,1,4,2,16.37481,-12.95129,-2.053413,33.77578,263.7484,0.1444768
00,1,4,2,16.48616,-12.6158,-2.345494,29.78649,265.1158,1.175734
00,1,4,2,16.59778,-12.26296,-2.639074,23.7654,267.0959,1.848611
00,1,4,2,16.70949,-11.86051,-2.867593,20.47706,268.5342,2.08067
00,1,4,2,16.82127,-11.41633,-3.004495,20.93085,268.8738,2.024273
00,1,4,2,16.93333,-10.97705,-3.058556,21.71051,268.7029,1.886063
00,1,4,2,17.04447,-10.54043,-3.09464,21.92155,268.3614,1.808017
00,1,4,2,17.15632,-10.10364,-3.128812,22.47956,268.3127,1.843152
00,1,4,2,17.26784,-9.669666,-3.162904,23.25038,268.3808,1.858269
00,1,4,2,17.3797,-9.239578,-3.161941,23.8884,268.5024,1.968917
00,1,4,2,17.49142,-8.811017,-3.15103,24.27563,268.5672,1.871075
