ParticipantID,BlockID,trialID,position-x,position-z,head-yaw-x,head-yaw-y,head-yaw-z
1,0,5,-9,15,9.856028,7.733002,357.9172
1,0,5,-9,15,9.796946,8.434821,358.0279
1,0,5,-9,15,9.993026,9.266787,358.0605
1,0,5,-9,15,10.09657,10.07049,358.0357
1,0,5,-9,15,9.742429,12.89174,357.3637
1,0,5,-9,15,9.228731,20.03076,356.9453
1,0,5,-9,15,9.361383,30.52821,356.8222
1,0,5,-9,15,9.178108,42.50466,356.6269
1,0,5,-9,15,8.545554,53.59105,356.3665
1,0,5,-9,15,8.852744,67.10469,356.709
1,0,5,-9,15,10.26646,80.56631,357.0227
1,0,5,-9,15,11.28443,95.89059,357.8724
1,0,5,-9,15,10.34888,110.5331,358.5368
1,0,5,-9,15,9.614458,124.6402,358.3314
1,0,5,-8.901456,14.81493,8.884701,142.1034,358.5634
1,0,5,-8.889473,14.25028,9.496815,157.5265,358.8697
1,0,5,-9.150221,13.52649,8.792089,172.6741,0.1961168
1,0,5,-9.54361,12.80818,8.939502,178.7731,0.1353598
1,0,5,-9.775867,12.17033,7.928762,185.6044,359.4865
1,0,5,-10.0799,11.62321,5.899167,199.3267,1.922292
1,0,5,-10.54996,11.13701,4.897379,214.0911,4.147787
1,0,5,-11.06194,10.76963,4.566861,221.1059,5.414173
1,0,5,-11.65515,10.43909,3.830277,227.0959,5.593409
1,0,5,-12.31495,10.03509,5.569331,213.4694,5.822894
1,0,5,-12.64081,9.50751,6.760239,181.0238,2.646851
1,0,5,-12.58554,8.86646,6.920171,159.4566,0.9471516
1,0,5,-12.30641,8.334281,6.763158,146.342,1.732338
1,0,5,-11.84929,7.877797,5.908142,126.2575,1.385098
1,0,5,-11.25538,7.615432,5.836997,110.8973,359.7654
1,0,5,-10.49401,7.276586,10.18515,110.9139,358.5815
1,0,5,-9.888914,6.557768,13.73576,133.2861,359.4435
1,0,5,-9.526871,5.731604,14.13707,140.6151,0.2472433
1,0,5,-9.273176,5.117501,14.32768,139.316,359.4903
1,0,5,-8.962007,4.60864,14.02034,137.429,359.3953
1,0,5,-8.484462,4.124508,13.60389,134.2071,358.6313
1,0,5,-8.028584,3.682423,13.51344,133.8128,358.9467
1,0,5,-7.595727,3.281934,13.60526,131.8304,358.9871
1,0,5,-7.112125,2.869053,12.85948,129.6467,359.3648
1,0,5,-6.647323,2.502705,12.60281,126.7754,359.2675
1,0,5,-6.121991,2.139626,11.67814,123.4765,359.0226
1,0,5,-5.512664,1.73381,11.28262,123.8933,359.0253
1,0,5,-4.833171,1.268919,11.59337,125.3462,359.1192
1,0,5,-4.11627,0.7041928,12.43156,130.2925,359.9207
1,0,5,-3.538077,0.1906533,13.11612,132.3408,0.1187572
1,0,5,-3.102291,-0.2738001,13.47655,133.9435,359.5808
1,0,5,-2.765849,-0.8988793,13.75447,135.1492,0.001020935
1,0,5,-2.49451,-1.525962,13.69461,134.6278,0.01144052
1,0,5,-2.238428,-2.106837,13.77176,134.2304,0.2237201
1,0,5,-1.918498,-2.623514,14.22181,133.3602,0.2476519
1,0,5,-1.455416,-3.055204,14.37866,132.7128,0.3969844
1,0,5,-1.021863,-3.451491,14.54828,132.2122,0.5517974
1,0,5,-0.518451,-3.905071,14.54667,131.7289,0.7806981
1,0,5,-0.03982343,-4.317482,14.97572,130.3831,0.918887
1,0,5,0.5886365,-4.457354,15.76726,125.6883,0.8767904
1,0,5,1.379035,-4.370783,15.66563,118.8509,0.09581897
1,0,5,2.012704,-4.416347,14.27605,112.3978,359.2758
1,0,5,2.665782,-4.609098,12.28227,102.584,357.652
1,0,5,3.428475,-5.056079,12.72004,98.76391,355.7586
1,0,5,4.127853,-5.748872,20.66445,116.0098,357.2844
1,0,5,4.501201,-6.530312,24.00366,135.8076,0.1026432
1,0,5,4.313381,-7.30518,20.67594,159.3083,4.35542
1,0,5,3.795727,-8.053367,14.67748,177.2427,6.429762
1,0,5,3.054441,-8.704089,9.400449,188.0188,5.129217
1,0,5,2.372303,-8.827751,10.52857,185.4656,4.036008
1,0,5,2.372094,-8.693315,11.07399,178.5303,2.822774
1,0,5,2.812242,-9.013448,11.57119,173.9174,2.327283
1,0,5,3.539977,-9.558311,12.27259,172.8563,2.59764
1,0,5,4.075855,-10.09184,11.54173,174.7841,3.110693
1,0,5,4.089605,-10.8257,11.81225,174.8003,3.224359
1,0,5,4.587145,-11.2057,13.2577,172.4854,2.653521
1,0,5,5.107801,-10.55439,14,172.0412,2.551642
1,0,5,5.672939,-9.834542,13.79617,173.123,2.916985
1,0,5,6.208699,-9.174267,13.69332,174.0764,2.817335
1,0,5,6.582924,-8.497688,14.00909,175.6934,2.842971
1,0,5,6.305996,-7.836475,14.84911,177.2882,2.977957
1,0,5,5.681109,-7.285629,15.62557,177.6046,2.995328
1,0,5,5.057808,-6.69376,16.04077,176.9792,2.740991
1,0,5,4.878667,-6.122988,16.52289,175.5868,2.30793
1,0,5,4.821421,-5.499736,16.72334,174.0864,2.020237
1,0,5,4.446862,-4.824173,16.64921,173.7467,2.025167
1,0,5,3.780042,-4.32096,16.72066,173.3981,2.189306
1,0,5,3.082218,-3.98483,16.3054,172.841,2.055322
1,0,5,2.554229,-4.621649,15.62231,172.3143,2.074937
1,0,5,1.995845,-5.342782,15.00833,171.9121,2.335776
1,0,5,1.480884,-6.016987,14.3445,171.6753,2.728593
1,0,5,0.893468,-6.802325,13.77638,170.9937,3.152022
1,0,5,0.3539185,-7.542826,13.78813,170.3073,3.249974
1,0,5,0.6530216,-7.786948,14.33203,168.6953,3.287133
1,0,5,1.061572,-6.745739,16.50558,162.3823,3.353322
1,0,5,1.20107,-5.612002,17.53248,126.7367,359.4782
1,0,5,0.7629167,-4.770222,15.245,93.84975,355.6035
1,0,5,0.2905231,-4.146739,13.16515,83.1065,355.3659
1,0,5,0.8729631,-4.189057,13.30707,88.50364,355.94
1,0,5,1.487634,-4.851997,13.46994,92.3036,356.6588
1,0,5,2.046481,-5.478016,13.17423,91.51777,355.8782
1,0,5,2.66936,-6.003155,11.92251,89.65973,355.8156
1,0,5,3.357383,-6.126798,10.12745,87.79769,354.8688
1,0,5,3.957586,-6.208127,9.91504,87.73694,354.7715
1,0,5,4.603269,-6.341007,10.2223,88.02389,355.1671
1,0,5,5.261342,-6.90946,10.43309,87.35715,355.0918
1,0,5,5.877761,-7.483223,10.81726,86.90816,355.0127
1,0,5,6.497545,-8.052855,11.02192,86.48315,355.1261
