ParticipantID,Session-number,BlockID,trialID,time-stamp,position-x,position-z,head-yaw-x,head-yaw-y,head-yaw-z
,,5,1,0.2409222,-9,-15.6,2.202036,197.2542,359.6562
,,5,1,0.3524275,-9,-15.6,2.22261,197.2585,359.6398
,,5,1,0.4752739,-9,-15.6,2.21762,197.2612,359.6609
,,5,1,0.5871602,-9,-15.6,2.216618,197.2591,359.6546
,,5,1,0.6987285,-9,-15.6,2.214744,197.2586,359.6711
,,5,1,0.8104028,-9,-15.6,2.216328,197.259,359.6658
,,5,1,0.9320135,-9,-15.6,2.207579,197.2627,359.6696
,,5,1,1.034277,-9,-15.6,2.212932,197.2486,359.6635
,,5,1,1.145623,-9,-15.6,2.216848,197.2513,359.6599
,,5,1,1.25913,-9,-15.6,2.21207,197.2528,359.6678
,,5,1,1.370033,-9,-15.6,2.208447,197.2496,359.6476
,,5,1,1.482666,-9,-15.6,2.214507,197.2594,359.6542
,,5,1,1.593887,-9,-15.6,2.223461,197.2487,359.6573
,,5,1,1.715704,-9,-15.6,2.20478,197.2507,359.6592
,,5,1,1.827545,-9,-15.6,2.218616,197.2553,359.6564
,,5,1,1.939629,-9,-15.6,2.22375,197.2561,359.6692
,,5,1,2.058555,-9,-15.6,2.221766,197.2552,359.6619
,,5,1,2.175544,-8.994436,-15.58209,2.220251,197.2578,359.653
,,5,1,2.274498,-8.931634,-15.37998,2.213314,197.2621,359.6472
,,5,1,2.385907,-8.777582,-14.84129,2.211456,197.2594,359.6512
,,5,1,2.499829,-8.622554,-14.23627,2.218308,197.2676,359.6523
,,5,1,2.60927,-8.465521,-13.62242,2.211225,197.2639,359.6489
,,5,1,2.72104,-8.284315,-12.9103,2.221794,197.2633,359.6583
,,5,1,2.832936,-8.130447,-12.30019,2.224609,197.2666,359.659
,,5,1,2.95572,-7.979064,-11.70004,2.212814,197.256,359.665
,,5,1,3.056168,-7.826219,-11.09408,2.224049,197.2693,359.653
,,5,1,3.16798,-7.6731,-10.48705,2.246945,197.2674,359.6647
,,5,1,3.326981,-7.521715,-9.886863,2.235352,197.2702,359.6601
,,5,1,3.483442,-7.345953,-9.189784,2.239456,197.2758,359.6531
,,5,1,3.633018,-7.192539,-8.581597,2.226676,197.2733,359.6501
,,5,1,3.784781,-7.011939,-7.865841,2.238383,197.2691,359.6589
,,5,1,3.954548,-6.865855,-6.929224,2.228796,197.2599,359.6536
,,5,1,4.105552,-6.964786,-6.002098,2.216084,197.2536,359.6705
,,5,1,4.255662,-7.20155,-5.318958,2.227281,197.2622,359.6566
,,5,1,4.406553,-7.531629,-4.795129,2.225169,197.2754,359.663
,,5,1,4.555029,-7.943598,-4.326525,2.218456,197.2725,359.6817
