ParticipantID,Session-number,BlockID,time-stamp,x,z
01,1,1,208.9039,0,0.03348446
01,1,1,209.015,0,0.2928276
01,1,1,209.1259,0,0.5874472
01,1,1,209.237,0,0.7902746
01,1,1,209.3483,0,0.8041878
01,1,1,209.4592,0,0.8041878
01,1,1,209.5703,0,0.8041878
01,1,1,209.6816,0,0.8041878
01,1,1,209.7925,0,0.8041878
01,1,1,209.9039,0,0.8041878
01,1,1,210.0152,0,0.8041878
01,1,1,210.1259,0,0.8041878
01,1,1,210.2366,0,0.8041878
01,1,1,210.348,0,0.8041878
01,1,1,210.4589,0,0.8041878
01,1,1,210.5699,0,0.8041878
01,1,1,210.6816,0,0.8041878
01,1,1,210.792,0,0.8041878
01,1,1,210.9034,0,0.8041878
01,1,1,211.0142,0,0.8041878
01,1,1,211.1256,0,0.8041878
01,1,1,211.2364,0,0.8041878
01,1,1,211.3475,0,0.8041878
01,1,1,211.4585,0,0.8041878
01,1,1,211.5696,0,0.8041878
01,1,1,211.6807,0,0.8041878
01,1,1,211.7918,0,0.8041878
01,1,1,211.903,0,0.8041878
01,1,1,212.0137,0,0.8041878
01,1,1,212.1248,0.4068828,0.4732909
01,1,1,212.2358,0.9624362,-0.08226252
01,1,1,212.3469,1.51799,-0.637816
01,1,1,212.4585,2.073543,-1.193369
01,1,1,212.5691,2.629097,-1.748923
01,1,1,212.6804,3.18465,-2.304476
01,1,1,212.7913,3.740203,-2.86003
01,1,1,212.9024,4.246885,-3.394121
01,1,1,213.0134,4.367229,-3.206464
01,1,1,213.1249,4.922782,-2.650911
01,1,1,213.2356,5.478336,-2.095357
01,1,1,213.3464,6.033889,-1.797987
01,1,1,213.4575,6.589443,-2.041381
01,1,1,213.569,7.144996,-2.596935
01,1,1,213.6803,7.564444,-2.705222
01,1,1,213.7913,7.588855,-2.705222
01,1,1,213.902,7.603075,-2.715755
01,1,1,214.0132,7.630662,-3.271308
01,1,1,214.1241,7.630662,-3.826862
01,1,1,214.2351,7.636211,-4.104639
01,1,1,214.3464,7.21055,-4.104639
01,1,1,214.4573,6.654996,-4.247364
01,1,1,214.5683,6.48833,-4.309211
01,1,1,214.6794,6.48833,-4.309211
