ParticipantID,Session-number,BlockID,trialID,time-stamp,position-x,position-z,head-yaw-x,head-yaw-y,head-yaw-z
,,2,1,0.2409222,9,15.6,2.214887,17.23662,359.6686
,,2,1,0.3524275,9,15.6,2.204745,17.25106,359.675
,,2,1,0.4752739,9,15.6,2.2007,17.24935,359.6771
,,2,1,0.5871602,9,15.6,2.200653,17.24868,359.662
,,2,1,0.6987285,9,15.6,2.207429,17.24152,359.6612
,,2,1,0.8104028,9,15.6,2.219422,17.24487,359.6567
,,2,1,0.9320135,9,15.6,2.218624,17.25033,359.6551
,,2,1,1.034277,9,15.6,2.209823,17.25011,359.6714
,,2,1,1.145623,9,15.6,2.195369,17.24836,359.6606
,,2,1,1.25913,9,15.6,2.207144,17.25097,359.668
,,2,1,1.370033,9,15.6,2.256673,17.25294,359.6674
,,2,1,1.482666,9,15.6,2.24865,17.24506,359.677
,,2,1,1.593887,9,15.6,2.231051,17.25954,359.675
,,2,1,1.715704,8.992492,15.57583,2.232674,17.25741,359.672
,,2,1,1.827545,8.844092,15.09784,2.206507,17.25024,359.6608
,,2,1,1.939629,8.657327,14.49654,2.238261,17.24665,359.6716
,,2,1,2.058555,8.471829,13.89918,2.232057,17.25041,359.6842
,,2,1,2.175544,8.280313,13.28214,2.235877,17.24544,359.6761
,,2,1,2.274498,7.921046,12.64311,2.219693,17.24842,359.6636
,,2,1,2.385907,7.446743,12.19968,2.226303,17.2522,359.6684
,,2,1,2.499829,6.711287,11.74427,2.216152,17.24276,359.6625
,,2,1,2.60927,5.764271,11.48759,2.229147,17.24215,359.6743
