ParticipantID,Session-number,BlockID,trialID,time-stamp,position-x,position-z,head-yaw-x,head-yaw-y,head-yaw-z
00,1,1,3,11.34727,18,0,23.72811,117.2178,4.710388
00,1,1,3,11.45908,18,0,19.26694,112.3133,3.888096
00,1,1,3,11.57069,18,0,12.73136,108.3189,3.068729
00,1,1,3,11.68229,18,0,8.388629,104.6814,2.876674
00,1,1,3,11.79414,18,0,6.375357,100.0858,2.243768
00,1,1,3,11.90571,18,0,5.574547,104.4402,3.405083
00,1,1,3,12.01748,18,0,4.054408,124.3605,5.871143
00,1,1,3,12.12911,18,0,3.281218,145.7825,5.732548
00,1,1,3,12.24107,18,0,4.401604,155.8815,5.997148
00,1,1,3,12.3525,18,0,6.260393,143.3179,5.467149
00,1,1,3,12.46434,18,0,8.544238,114.8979,3.919674
00,1,1,3,12.57633,18,0,9.201165,83.88445,2.691596
00,1,1,3,12.68812,18,0,9.886182,55.66233,1.641169
00,1,1,3,12.80011,18,0,8.647805,33.37211,1.031713
00,1,1,3,12.9114,18,0,8.325955,17.83679,0.8689769
00,1,1,3,13.02349,17.90005,-0.07219209,8.345138,7.829589,359.468
00,1,1,3,13.13506,17.64158,-0.4435666,8.735693,0.6739557,358.4127
00,1,1,3,13.24765,17.47058,-0.9009165,8.717712,354.7152,358.2668
00,1,1,3,13.35918,17.40078,-1.374385,9.404304,352.9232,359.0481
00,1,1,3,13.47013,17.35114,-1.8436,10.2336,352.9703,359.3793
00,1,1,3,13.58171,17.1758,-2.275848,10.28957,354.8509,359.2585
00,1,1,3,13.69337,16.86463,-2.6393,10.8736,356.1634,359.2715
00,1,1,3,13.80528,16.47069,-2.912932,10.0447,356.2546,359.9228
00,1,1,3,13.91718,16.02702,-3.115691,12.15929,357.1865,0.09974834
00,1,1,3,14.02866,15.56275,-3.236637,12.38341,357.2125,0.6345481
00,1,1,3,14.14034,15.09751,-3.299929,11.73386,355.9438,1.082877
00,1,1,3,14.25214,14.6337,-3.374613,10.79688,353.506,0.710514
00,1,1,3,14.36379,14.17211,-3.4634,9.755238,352.1539,0.9554127
00,1,1,3,14.47541,13.71212,-3.558101,9.95377,353.3006,1.750847
00,1,1,3,14.58739,13.24584,-3.595583,12.01951,11.48176,6.258884
00,1,1,3,14.69907,12.80704,-3.44911,10.29698,43.15873,11.46216
00,1,1,3,14.81061,12.44215,-3.141651,9.853136,67.80773,11.16755
00,1,1,3,14.92231,12.16445,-2.744351,11.21469,77.25633,8.569791
00,1,1,3,15.03408,11.92203,-2.321485,11.85367,77.998,7.363785
00,1,1,3,15.14561,11.67225,-1.902117,12.96453,75.64463,6.528086
00,1,1,3,15.25739,11.40416,-1.491599,14.16838,72.80856,6.129668
00,1,1,3,15.36948,11.10093,-1.102784,14.33575,67.91185,5.21435
00,1,1,3,15.48082,10.75972,-0.744387,14.05911,64.17101,4.948814
00,1,1,3,15.59278,10.40902,-0.3949244,13.48348,64.668,5.681863
00,1,1,3,15.70439,10.06579,-0.03847796,12.69223,65.87202,5.758049
00,1,1,3,15.81592,9.732322,0.3243961,11.19465,67.36285,5.749119
00,1,1,3,15.92755,9.411252,0.6981104,9.164913,69.35717,5.478872
00,1,1,3,16.03919,9.132623,1.094688,7.990861,70.40839,5.109344
00,1,1,3,16.15161,8.931022,1.517766,8.007707,69.69005,4.875668
00,1,1,3,16.26287,8.730501,1.942005,8.624303,67.62613,4.765447
00,1,1,3,16.37481,8.513524,2.359415,8.907821,65.81806,4.516246
00,1,1,3,16.48616,8.293227,2.771491,8.847476,66.62316,4.887057
00,1,1,3,16.59778,8.082339,3.189367,8.808879,68.28118,5.081669
00,1,1,3,16.70949,7.882035,3.613405,8.508297,69.68612,4.99855
00,1,1,3,16.82127,7.701479,4.045506,5.045577,74.5885,3.637897
00,1,1,3,16.93333,7.57068,4.496891,3.420984,80.34486,3.549809
00,1,1,3,17.04447,7.470502,4.955208,3.781924,81.71882,3.490101
00,1,1,3,17.15632,7.369632,5.413936,3.767685,80.80959,2.973388
00,1,1,3,17.26784,7.265143,5.872012,3.692211,80.77949,2.958157
00,1,1,3,17.3797,7.159556,6.328597,3.920704,79.93452,2.972957
00,1,1,3,17.49142,7.029205,6.779098,5.779665,73.32908,2.49799
00,1,1,3,17.60313,6.849376,7.154922,9.93268,62.77608,2.195976
00,1,1,3,17.71504,6.832751,7.173931,14.96234,45.36646,359.2308
00,1,1,3,17.82716,6.832751,7.173931,14.00706,23.74942,354.7863
00,1,1,3,17.93822,6.832751,7.173931,13.17933,13.38582,353.6012
00,1,1,3,18.05002,6.832751,7.173931,13.66759,11.37072,353.9628
00,1,1,3,18.16163,6.832751,7.173931,17.22049,15.32586,354.4671
00,1,1,3,18.2735,6.832751,7.173931,22.15244,29.70424,358.1228
00,1,1,3,18.38514,6.832751,7.173931,24.35683,46.8037,3.086185
00,1,1,3,18.49713,6.901686,7.072501,22.92617,64.04267,8.630548
00,1,1,3,18.6084,7.071848,6.721235,19.66183,77.26854,10.37792
00,1,1,3,18.7202,7.371447,6.357567,17.28725,84.55618,10.36181
00,1,1,3,18.83185,7.768088,6.105855,16.45047,87.28134,9.662148
00,1,1,3,18.94372,8.223177,5.998917,16.25906,87.95007,8.954787
