ParticipantID,BlockID,x,z
1,3,0,0
1,3,0,0
1,3,0,0
1,3,0,0
1,3,0,0
1,3,0,0
1,3,0,0
1,3,0,0
1,3,0,0
1,3,0,0
1,3,0,0
1,3,0,0
1,3,0,0
1,3,0,0
1,3,0,0
1,3,0,0
1,3,0,0
1,3,0,0
1,3,0,0
1,3,0,0
1,3,0,0
1,3,0,0
1,3,0,0
1,3,0,0
1,3,0,0
1,3,0,0
1,3,0,0
1,3,0,0
1,3,0,0
1,3,0,0
1,3,0,0
1,3,0,0
1,3,0,0
1,3,0,0
1,3,0,0
1,3,0,0
1,3,0,0
1,3,0,0
1,3,0,0
1,3,0,0
1,3,0,0
1,3,0,-0.0514164
1,3,0.03530407,-0.2809415
1,3,0.2062812,-0.6998372
1,3,0.4126306,-1.103959
1,3,0.6814466,-1.483597
1,3,0.9692006,-1.846084
1,3,1.280693,-2.096082
1,3,1.619029,-2.299419
1,3,1.961083,-2.496292
1,3,2.307004,-2.675817
1,3,2.661867,-2.834417
1,3,3.016164,-2.953588
1,3,3.233514,-3.013082
1,3,3.239346,-3.013082
1,3,3.239346,-3.013082
1,3,3.239346,-3.013082
1,3,3.239346,-3.013082
1,3,3.239346,-3.013082
1,3,3.239346,-3.333339
1,3,3.294936,-3.888893
1,3,3.473217,-4.444446
1,3,3.757902,-5
1,3,3.926986,-5.372674
1,3,3.926986,-5.372674
1,3,3.926986,-5.372674
1,3,3.926986,-5.372674
1,3,3.952762,-5.372674
1,3,4.508316,-5.53342
1,3,4.942438,-5.538391
1,3,5.001491,-5.538391
1,3,5.005563,-5.538391
1,3,5.005643,-5.538391
1,3,5.005643,-5.538391
1,3,5.005643,-5.538391
1,3,5.005643,-5.540294
1,3,5.038623,-5.680427
1,3,5.056406,-5.775421
1,3,5.056406,-5.775421
1,3,5.056406,-5.775421
1,3,5.056406,-5.775421
1,3,5.056406,-5.775421
1,3,5.056406,-5.775421
1,3,5.056406,-5.775421
1,3,5.056406,-5.775421
1,3,5.056406,-5.775421
1,3,5.056406,-5.775421
1,3,5.056406,-5.775421
1,3,5.056406,-5.775421
1,3,5.056406,-5.775421
1,3,5.056406,-5.775421
1,3,5.056406,-5.775421
1,3,5.056406,-5.775421
1,3,5.056406,-5.775421
1,3,5.056406,-5.775421
1,3,5.056406,-5.775421
1,3,5.056406,-5.775421
1,3,5.056406,-5.775421
1,3,5.056406,-5.775421
1,3,5.056406,-5.775421
1,3,5.056406,-5.775421
1,3,5.056406,-5.775421
1,3,5.056406,-5.775421
1,3,5.056406,-5.775421
1,3,5.056406,-5.775421
1,3,5.056406,-5.775421
1,3,5.056406,-5.775421
1,3,5.056406,-5.775421
1,3,5.056406,-5.775421
1,3,5.056406,-5.775421
1,3,5.056406,-5.775421
1,3,5.056406,-5.775421
1,3,5.056406,-5.775421
1,3,5.056406,-5.775421
1,3,5.056406,-5.775421
1,3,5.056406,-5.775421
1,3,5.056406,-5.775421
1,3,5.056406,-5.775421
1,3,5.056406,-5.775421
1,3,5.056406,-5.775421
1,3,5.056406,-5.775421
1,3,5.056406,-5.775421
1,3,5.056406,-5.775421
1,3,5.056406,-5.775421
1,3,5.056406,-5.775421
1,3,5.056406,-5.775421
1,3,5.056406,-5.775421
1,3,5.056406,-5.775421
1,3,5.056406,-5.775421
1,3,5.056406,-5.775421
1,3,5.056406,-5.775421
1,3,5.056406,-5.775421
1,3,5.056406,-5.775421
1,3,5.056406,-5.775421
1,3,5.056406,-5.775421
1,3,5.056406,-5.775421
1,3,5.056406,-5.775421
1,3,5.056406,-5.775421
1,3,5.056406,-5.775421
1,3,5.056406,-5.775421
1,3,5.056406,-5.775421
1,3,5.056406,-5.775421
1,3,5.056406,-5.775421
1,3,5.056406,-5.775421
1,3,5.056406,-5.775421
1,3,5.270314,-5.775421
1,3,5.7502,-5.799274
1,3,5.775486,-5.799274
1,3,5.775486,-5.799274
1,3,5.775486,-5.799274
1,3,5.775486,-5.799274
1,3,5.775486,-5.799274
1,3,5.775486,-5.799274
1,3,5.775486,-5.799274
1,3,5.775486,-5.799274
1,3,5.775486,-5.799274
1,3,5.775486,-5.799274
1,3,5.775486,-5.799274
1,3,5.775486,-5.799274
1,3,5.775486,-5.799274
1,3,5.775486,-5.799274
1,3,5.775486,-5.799274
1,3,5.775486,-5.799274
1,3,5.775486,-5.799274
1,3,5.775486,-5.799274
1,3,5.775486,-5.799274
1,3,5.775486,-5.799274
1,3,5.775486,-5.799274
1,3,5.775486,-5.799274
1,3,5.775486,-5.799274
1,3,5.775486,-5.799274
1,3,5.775486,-5.799274
1,3,5.775486,-5.799274
1,3,5.775486,-5.799274
1,3,5.775486,-5.799274
1,3,5.775486,-5.799274
1,3,5.775486,-5.799274
1,3,5.775486,-5.799274
1,3,5.775486,-5.799274
1,3,5.775486,-5.799274
1,3,5.775486,-5.799274
1,3,5.775486,-5.799274
1,3,0,0
1,3,0,0
1,3,0,0
1,3,0,0
1,3,0,0
1,3,0,0
1,3,0,0
1,3,0,0
1,3,0,0
1,3,0,0
1,3,0,0
1,3,0,0
1,3,0,0
1,3,0,0
1,3,0,0
1,3,0,0
1,3,0,0
1,3,0,0
1,3,0,0
1,3,0,0
1,3,0,0
1,3,0,0
1,3,0,0
1,3,0,0
1,3,0,0
1,3,0,0
1,3,0,0
1,3,0,0
1,3,0,0
1,3,0,0
1,3,0,0
1,3,0,-0.01800776
1,3,8.296967E-05,-0.06396866
1,3,0.002475739,-0.4206223
1,3,0.04392672,-0.9761758
1,3,0.06085491,-1.531729
1,3,0.007444859,-2.087283
1,3,-0.2425723,-2.642836
1,3,-0.652432,-3.19839
1,3,-1.072287,-3.753943
1,3,-1.433525,-4.309496
1,3,-1.544738,-4.86505
1,3,-1.34615,-5.420603
1,3,-0.8022437,-5.976157
1,3,-0.2466903,-6.53171
1,3,0.3088632,-7.087264
1,3,0.8644166,-7.642817
1,3,1.41997,-8.198372
1,3,1.786968,-8.753925
1,3,1.587627,-9.309479
1,3,1.316028,-9.865032
1,3,1.405783,-10.42059
1,3,1.919504,-10.97614
1,3,2.475057,-11.53169
1,3,2.979045,-12.08725
1,3,3.324358,-12.6428
1,3,3.531091,-13.19835
1,3,3.602144,-13.75391
1,3,3.565762,-14.30946
1,3,3.550407,-14.31981
1,3,3.550407,-14.31981
1,3,3.550407,-14.31981
1,3,3.550407,-14.31981
1,3,3.550407,-14.31981
1,3,3.550407,-14.31981
1,3,3.550407,-14.31981
1,3,3.550407,-14.31981
1,3,3.550407,-14.31981
1,3,3.567394,-14.31981
1,3,3.646984,-14.31981
1,3,3.731145,-14.31981
1,3,3.815307,-14.31981
1,3,3.891542,-14.31981
1,3,3.896627,-14.4226
1,3,3.896627,-14.5145
1,3,3.896627,-14.52014
1,3,3.896627,-14.52014
1,3,3.896627,-14.52014
1,3,3.896627,-14.52014
1,3,3.896627,-14.52014
1,3,3.896627,-14.52014
1,3,3.896627,-14.52014
1,3,3.896627,-14.52014
1,3,3.896627,-14.52014
1,3,3.896627,-14.52014
1,3,3.896627,-14.52014
1,3,3.896627,-14.52014
1,3,3.896627,-14.52014
1,3,3.896627,-14.52014
1,3,3.896627,-14.52014
1,3,3.896627,-14.52014
1,3,3.896627,-14.52014
1,3,3.896627,-14.52014
1,3,3.896627,-14.52014
1,3,3.896627,-14.52014
1,3,3.896627,-14.52014
1,3,3.896627,-14.52014
1,3,3.896627,-14.52014
1,3,3.896627,-14.52014
1,3,3.896627,-14.52014
1,3,3.896627,-14.52014
1,3,3.896627,-14.52014
1,3,3.896627,-14.52014
1,3,3.896627,-14.52014
1,3,3.896627,-14.52014
1,3,3.896627,-14.52014
1,3,3.896627,-14.52014
1,3,3.896627,-14.52014
1,3,3.896627,-14.52014
1,3,3.896627,-14.52014
1,3,3.896627,-14.52014
1,3,3.896627,-14.52014
1,3,3.896627,-14.52014
1,3,3.896627,-14.52014
1,3,3.896627,-14.52014
1,3,3.896627,-14.52014
1,3,3.896627,-14.52014
1,3,3.896627,-14.52014
1,3,3.896627,-14.52014
1,3,3.896627,-14.52014
1,3,3.896627,-14.52014
1,3,3.896627,-14.52014
1,3,3.896627,-14.52014
1,3,3.896627,-14.52014
1,3,3.896627,-14.52014
1,3,3.896627,-14.52014
1,3,3.896627,-14.52014
1,3,3.896627,-14.52014
1,3,3.896627,-14.52014
1,3,3.896627,-14.52014
1,3,3.896627,-14.52014
1,3,3.896627,-14.52014
1,3,3.896627,-14.52014
1,3,3.896627,-14.52014
1,3,3.896627,-14.52014
1,3,3.896627,-14.52014
1,3,3.896627,-14.52014
1,3,3.896627,-14.52014
1,3,3.896627,-14.52014
1,3,3.896627,-14.52014
1,3,3.896627,-14.52014
1,3,3.896627,-14.52014
1,3,3.896627,-14.52014
1,3,3.896627,-14.52014
1,3,3.896627,-14.52014
1,3,3.896627,-14.52014
1,3,3.896627,-14.52014
1,3,3.896627,-14.52014
1,3,3.896627,-14.52014
1,3,3.896627,-14.52014
1,3,3.896627,-14.52014
1,3,3.896627,-14.52014
1,3,3.896627,-14.52014
1,3,3.896627,-14.52014
1,3,3.896627,-14.52014
1,3,3.896627,-14.52014
1,3,3.896627,-14.52014
1,3,3.896627,-14.52014
1,3,3.896627,-14.52014
1,3,3.896627,-14.52014
1,3,3.896627,-14.52014
1,3,3.896627,-14.52014
1,3,3.896627,-14.52014
1,3,3.896627,-14.52014
1,3,3.896627,-14.52014
1,3,3.896627,-14.52014
1,3,3.896627,-14.52014
1,3,0,0
1,3,0,0
1,3,0,0
1,3,0,0
1,3,0,0
1,3,0,0
1,3,0,0
1,3,0,0
1,3,0,0
1,3,0,0
1,3,0,0
1,3,0,0
1,3,0,0
1,3,0.02634096,0
1,3,0.07982111,0
1,3,0.1188984,0
1,3,0.1592913,0
1,3,0.1996841,0
1,3,0.240077,0
1,3,0.2804699,0
1,3,0.3249021,0
1,3,0.3612556,0
1,3,0.4056859,0
1,3,0.4420352,0
1,3,0.4824233,0
1,3,0.5228114,0
1,3,0.5631995,0
1,3,0.6076264,0
1,3,0.6480145,0
1,3,0.6884027,0
1,3,0.7276034,0
1,3,0.7640338,0
1,3,0.8004642,0
1,3,0.8368945,0
1,3,0.8733249,0
1,3,0.9097552,0
1,3,0.9461856,0
1,3,0.9826159,0
1,3,1.019046,0
1,3,1.055477,0
1,3,1.091907,0
1,3,1.128337,0
1,3,1.164768,0
1,3,1.201198,0
1,3,1.237628,0
1,3,1.259809,0
1,3,1.259809,0
1,3,1.259809,-0.01155853
1,3,1.200254,-0.362102
1,3,0.7153592,-0.9732108
1,3,0.1598058,-1.528764
1,3,-0.3401923,-2.028762
1,3,-0.8957458,-2.584316
1,3,-1.451299,-3.139869
1,3,-2.006853,-3.695423
1,3,-2.562406,-4.250976
1,3,-3.117959,-4.80653
1,3,-3.729069,-5.417638
1,3,-4.284624,-5.973192
1,3,-4.840177,-6.528745
1,3,-5.39573,-7.084299
1,3,-5.951284,-7.639852
1,3,-6.506837,-8.195406
1,3,-7.062391,-8.750959
1,3,-7.617944,-9.306513
1,3,-8.062387,-9.750956
1,3,-8.062387,-9.750956
1,3,-8.062387,-9.750956
1,3,-8.062387,-9.750956
1,3,-8.062387,-9.750956
1,3,-8.062387,-9.750956
1,3,-7.966821,-9.608223
1,3,-7.74194,-9.339119
1,3,-7.691703,-9.328505
1,3,-7.686489,-9.390404
1,3,-7.686489,-9.945957
1,3,-7.705133,-10.50151
1,3,-7.770176,-11.02038
1,3,-7.823037,-11.09183
1,3,-7.823037,-11.09183
1,3,-7.823037,-11.09183
1,3,-7.823037,-11.09183
1,3,-7.823037,-11.09183
1,3,-7.823037,-11.09183
1,3,-7.823037,-11.09183
