ParticipantID,BlockID,trialID,position-x,position-z,head-yaw-x,head-yaw-y,head-yaw-z
1,0,4,9,-15,16.14321,227.403,358.8882
1,0,4,9,-15,16.2646,228.0561,359.0488
1,0,4,9,-15,16.50172,228.6608,359.3262
1,0,4,9,-15,16.35838,229.0627,359.4687
1,0,4,9,-15,15.50374,231.3858,359.1833
1,0,4,9,-15,12.26515,245.3056,359.0857
1,0,4,9,-15,8.075737,267.0324,358.8655
1,0,4,9,-15,7.418613,279.3069,358.118
1,0,4,9,-15,6.897982,282.0471,357.6659
1,0,4,9,-15,6.412365,282.686,357.7996
1,0,4,9,-15,6.783506,277.2987,357.537
1,0,4,9,-15,5.235183,256.1208,357.3044
1,0,4,9,-15,3.686662,227.1003,357.337
1,0,4,9,-15,3.526974,207.2006,357.4361
1,0,4,8.992238,-14.99644,4.412714,204.5637,356.2568
1,0,4,8.954955,-14.97746,5.140586,208.1741,355.9581
1,0,4,8.924268,-14.95949,6.279922,211.1015,356.1862
1,0,4,8.905945,-14.94649,10.48743,219.6233,354.0674
1,0,4,8.893251,-14.9267,14.86769,252.2732,355.6276
1,0,4,8.899718,-14.81794,14.99515,283.0855,358.8644
1,0,4,8.768612,-14.4493,16.77176,302.3965,358.1794
1,0,4,8.68507,-13.5584,18.16782,313.1368,357.1875
1,0,4,8.682115,-12.68303,19.16062,313.9663,358.4955
1,0,4,8.321466,-12.23321,19.3142,311.359,357.735
1,0,4,7.817795,-11.80507,19.06876,309.8108,358.0838
1,0,4,7.341177,-11.41499,19.79103,308.7159,358.1955
1,0,4,6.892407,-11.06342,20.30833,307.769,357.7588
1,0,4,6.478592,-10.60102,20.64278,307.6838,357.6025
1,0,4,6.107603,-10.08572,20.96914,307.1978,357.4145
1,0,4,5.70707,-9.536551,21.27184,306.5836,357.5518
1,0,4,5.357582,-9.064278,21.77588,306.361,357.7885
1,0,4,4.980287,-8.557514,21.89626,305.9377,358.0966
1,0,4,4.622854,-8.092917,22.24464,304.6955,358.4307
1,0,4,4.246346,-7.644806,22.64484,299.843,359.8644
1,0,4,3.749895,-7.262839,22.66846,277.9178,359.7641
1,0,4,3.354841,-7.159632,19.42749,234.8517,354.1308
1,0,4,3.354841,-7.159632,14.47856,206.2581,352.8462
1,0,4,3.354841,-7.159632,11.34749,181.8652,354.8492
1,0,4,3.354841,-7.159632,10.38425,169.5797,354.9209
1,0,4,3.354841,-7.159632,10.2862,168.7791,356.3872
1,0,4,3.366289,-7.206296,11.52621,166.2026,358.3365
1,0,4,4.068461,-7.577265,14.34329,152.6983,1.640057
1,0,4,4.965395,-7.595801,14.19319,124.3092,0.6091635
1,0,4,5.135421,-7.08075,10.79491,98.68008,358.9922
1,0,4,4.398108,-6.341617,8.839811,84.94028,359.1089
1,0,4,3.774423,-5.985302,10.00495,89.07925,358.8658
1,0,4,3.091398,-6.319379,14.84056,99.52065,356.7326
1,0,4,2.36453,-6.751794,17.45995,107.4018,357.1664
1,0,4,2.012731,-7.321904,16.71291,105.6332,358.4156
1,0,4,2.557749,-8.114603,16.32458,100.7391,358.0769
1,0,4,3.062157,-8.614361,16.23602,98.22364,357.9076
1,0,4,3.673117,-8.760871,16.25999,96.17573,358.0478
1,0,4,4.30426,-8.303617,16.03959,94.80811,358.55
1,0,4,4.988121,-7.703516,14.04915,94.44289,359.7404
1,0,4,5.619818,-7.138423,11.31266,93.23769,0.4106013
1,0,4,6.339645,-6.471712,9.634232,92.29044,0.6457526
1,0,4,6.624588,-5.829336,9.238997,91.5089,0.3921857
