ParticipantID,BlockID,trialID,position-x,position-z,head-yaw-x,head-yaw-y,head-yaw-z
1,1,3,18,5.871188E-09,9.758327,56.51196,0.7390613
1,1,3,18,1.957053E-08,9.519582,61.57827,0.0162439
1,1,3,18,3.128911E-08,9.310892,66.65546,359.1085
1,1,3,18,4.677186E-08,8.901047,71.89386,358.5321
1,1,3,18,4.677186E-08,7.908557,76.25714,358.6321
1,1,3,18,4.677186E-08,6.868421,80.1448,359.1501
1,1,3,18,4.677186E-08,6.049437,83.40294,358.9295
1,1,3,18,4.677186E-08,5.097515,80.89128,358.5687
1,1,3,18,4.677186E-08,3.979083,62.456,358.8384
1,1,3,18,4.677186E-08,2.976098,30.31304,359.2239
1,1,3,18,4.677186E-08,2.111789,3.97312,359.9455
1,1,3,18,4.677186E-08,3.155883,349.9104,0.02150956
1,1,3,18,4.677186E-08,4.905808,338.3029,0.2263119
1,1,3,18.00053,0.0003235829,5.610127,328.1916,0.03438426
1,1,3,18.00194,0.001531512,5.441433,312.3487,0.2395657
1,1,3,18.00306,0.003255958,5.064818,294.6822,359.0818
1,1,3,18.0038,0.006112735,5.933005,277.0899,358.1272
1,1,3,18.00376,0.02218972,5.800784,265.5007,357.2569
1,1,3,18.00166,0.03519903,6.062794,256.3078,357.453
1,1,3,17.99983,0.04048293,6.352964,244.2223,357.1376
1,1,3,17.99619,0.04586282,5.920619,228.3556,357.3003
1,1,3,17.98488,0.05545498,5.169242,215.7346,356.9756
1,1,3,17.95379,0.05129212,5.528775,209.7443,356.6155
1,1,3,17.65807,-0.4207051,7.148334,206.6407,357.127
1,1,3,17.39682,-0.9615377,8.582978,205.8304,356.7392
1,1,3,17.08381,-1.575998,10.80005,207.8837,358.6813
1,1,3,16.6716,-2.13543,10.50714,208.138,359.0127
1,1,3,16.0373,-2.842555,9.453665,205.7412,358.7183
1,1,3,15.40761,-3.568172,8.78182,203.0428,357.1646
1,1,3,14.6803,-4.011623,8.078542,202.5147,357.1727
1,1,3,13.76668,-4.370445,7.693707,203.6907,357.2087
1,1,3,12.9081,-4.689635,8.259768,204.5368,357.5733
1,1,3,12.10756,-4.977067,8.335484,204.9343,357.6468
1,1,3,11.24541,-5.285977,8.482144,204.7109,357.587
1,1,3,10.44595,-5.574461,8.561484,204.6532,357.3494
1,1,3,9.466967,-5.942844,8.043659,202.7535,356.9555
1,1,3,8.685975,-6.277723,7.630981,200.1703,356.4862
1,1,3,7.865746,-6.684715,6.502715,196.2764,356.596
1,1,3,7.135388,-7.124101,5.304654,192.1486,356.431
1,1,3,6.368519,-7.628462,6.877007,191.0578,357.0652
1,1,3,5.607489,-8.138501,8.513302,190.5098,357.5046
1,1,3,4.854066,-8.657804,9.065086,189.2721,357.691
1,1,3,4.119287,-9.203994,8.118408,186.4492,357.9229
1,1,3,3.468406,-9.752519,7.919272,183.2363,357.843
1,1,3,2.865918,-10.36906,7.183392,182.1777,358.4183
1,1,3,3.189825,-11.06078,7.255871,178.5625,359.2899
1,1,3,3.829295,-11.62549,9.957496,176.0269,359.8615
1,1,3,4.053543,-12.25343,11.50781,178.8636,359.8211
1,1,3,4.054349,-12.84735,11.80506,180.1015,0.319555
1,1,3,4.115176,-13.48413,12.35736,177.3809,359.9933
