ParticipantID,Session-number,BlockID,time-stamp,x,z
01,1,2,208.9039,0,0.03348446
01,1,2,209.015,0,0.2928276
01,1,2,209.1259,0,0.5874472
01,1,2,209.237,0,0.7902746
01,1,2,209.3483,0,0.8041878
01,1,2,209.4592,0,0.8041878
01,1,2,209.5703,0,0.8041878
01,1,2,209.6816,0,0.8041878
01,1,2,209.7925,0,0.8041878
01,1,2,209.9039,0,0.8041878
01,1,2,210.0152,0,0.8041878
01,1,2,210.1259,0,0.8041878
01,1,2,210.2366,0,0.8041878
01,1,2,210.348,0,0.8041878
01,1,2,210.4589,0,0.8041878
01,1,2,210.5699,0,0.8041878
01,1,2,210.6816,0,0.8041878
01,1,2,210.792,0,0.8041878
01,1,2,210.9034,0,0.8041878
01,1,2,211.0142,0,0.8041878
01,1,2,211.1256,0,0.8041878
01,1,2,211.2364,0,0.8041878
01,1,2,211.3475,0,0.8041878
01,1,2,211.4585,0,0.8041878
01,1,2,211.5696,0,0.8041878
01,1,2,211.6807,0,0.8041878
01,1,2,211.7918,0,0.8041878
01,1,2,211.903,0,0.8041878
01,1,2,212.0137,0,0.8041878
01,1,2,212.1248,0.4068828,0.4732909
01,1,2,212.2358,0.9624362,-0.08226252
01,1,2,212.3469,1.51799,-0.637816
01,1,2,212.4585,2.073543,-1.193369
01,1,2,212.5691,2.629097,-1.748923
01,1,2,212.6804,3.18465,-2.304476
01,1,2,212.7913,3.740203,-2.86003
01,1,2,212.9024,4.246885,-3.394121
01,1,2,213.0134,4.367229,-3.206464
01,1,2,213.1249,4.922782,-2.650911
01,1,2,213.2356,5.478336,-2.095357
01,1,2,213.3464,6.033889,-1.797987
01,1,2,213.4575,6.589443,-2.041381
01,1,2,213.569,7.144996,-2.596935
01,1,2,213.6803,7.564444,-2.705222
01,1,2,213.7913,7.588855,-2.705222
01,1,2,213.902,7.603075,-2.715755
01,1,2,214.0132,7.630662,-3.271308
01,1,2,214.1241,7.630662,-3.826862
01,1,2,214.2351,7.636211,-4.104639
01,1,2,214.3464,7.21055,-4.104639
01,1,2,214.4573,6.654996,-4.247364
01,1,2,214.5683,6.48833,-4.309211
01,1,2,214.6794,6.48833,-4.309211
01,1,2,214.7905,6.48833,-4.309211
01,1,2,214.9014,6.48833,-4.309211
01,1,2,215.0124,6.48833,-4.309211
01,1,2,215.1238,6.48833,-4.309211
01,1,2,215.2346,6.48833,-4.309211
01,1,2,215.3455,6.48833,-4.309211
01,1,2,215.4572,6.48833,-4.309211
01,1,2,215.5679,6.48833,-4.309211
01,1,2,215.679,6.48833,-4.309211
01,1,2,215.7901,6.426218,-4.325038
01,1,2,215.9012,5.875512,-4.749923
01,1,2,216.0121,5.879599,-4.749923
01,1,2,216.1231,5.879599,-4.749923
01,1,2,216.2342,5.879599,-4.749923
01,1,2,216.3454,5.879599,-4.749923
01,1,2,216.4565,5.879599,-4.749923
01,1,2,216.5676,5.879599,-4.749923
01,1,2,216.6786,5.879599,-4.749923
01,1,2,346.5248,0,0
01,1,2,346.6362,0,0
01,1,2,346.747,0,0
01,1,2,346.8581,0,0
01,1,2,346.9694,0,0
01,1,2,347.08,0,0
01,1,2,347.1909,0,0
01,1,2,347.3023,0,0
01,1,2,347.4134,0,0
01,1,2,347.5245,0,0
01,1,2,347.6357,0,0
01,1,2,347.7466,0,0
01,1,2,347.8576,0,0
01,1,2,347.9688,0,0
01,1,2,348.0801,0,0
01,1,2,348.1909,0,0
01,1,2,348.3019,0,0
01,1,2,348.4131,0,0
01,1,2,348.5247,0,0
01,1,2,348.635,0,0
01,1,2,348.7462,0,0
01,1,2,348.8572,0,0
01,1,2,348.9687,0,0
01,1,2,349.0794,0,0
01,1,2,349.1903,0,0
01,1,2,349.3015,0,0
01,1,2,349.4126,0,0
01,1,2,349.5236,0,0
01,1,2,349.635,0,0
01,1,2,349.7458,0,0
01,1,2,349.8569,0,0
01,1,2,349.9685,0,0
01,1,2,350.079,0,0
01,1,2,350.1906,0,0
01,1,2,350.301,0,0
01,1,2,350.4122,0,0
01,1,2,350.5238,0,0
01,1,2,350.6345,0,0
01,1,2,350.7452,0,0
01,1,2,350.8565,0,0
01,1,2,350.968,0,0
01,1,2,351.0784,0,0
01,1,2,351.1895,0,0
01,1,2,351.3007,0.0143466,0
01,1,2,351.4117,0.08707666,0
01,1,2,351.523,0.1228881,0
01,1,2,351.6344,0.1542478,0
01,1,2,351.7449,0.1832728,0
01,1,2,351.856,0.2122979,0
01,1,2,351.9672,0.241323,0
01,1,2,352.0782,0.2667861,0
01,1,2,352.1891,0.2918534,0
01,1,2,352.3006,0.3169208,0
01,1,2,352.4115,0.3419881,0
01,1,2,352.5226,0.3670554,0
01,1,2,352.6335,0.3906221,0
01,1,2,352.7445,0.3906221,0
01,1,2,352.8557,0.3906221,0
01,1,2,352.9668,0.3906221,0
01,1,2,353.0781,0.3906221,0
01,1,2,353.1894,0.4284501,0
01,1,2,353.2998,0.4784808,0
01,1,2,353.4109,0.5347362,0
01,1,2,353.522,0.5969825,0
01,1,2,353.6331,0.6590457,-0.07100773
01,1,2,353.7445,0.7868838,-0.2211461
01,1,2,353.8551,0.9058394,-0.5854344
01,1,2,353.9671,1.067024,-1.196543
01,1,2,354.0774,1.222921,-1.696541
01,1,2,354.1884,1.404142,-2.252095
01,1,2,354.2996,1.640577,-2.807648
01,1,2,354.4105,2.024723,-3.363202
01,1,2,354.5216,2.558355,-3.918755
01,1,2,354.6327,3.113908,-4.474308
01,1,2,354.744,3.669462,-5.029862
01,1,2,354.8548,4.225015,-5.585415
01,1,2,354.966,4.780569,-6.140969
01,1,2,355.0771,5.336122,-6.696522
01,1,2,355.188,5.891675,-7.252076
01,1,2,355.299,6.347814,-7.807629
01,1,2,355.4105,6.480667,-8.363184
01,1,2,355.5219,6.503118,-8.918737
01,1,2,355.6321,6.503118,-9.474291
01,1,2,355.7432,6.503118,-10.02984
01,1,2,355.8547,6.503118,-10.5854
01,1,2,355.9657,6.503118,-11.14095
01,1,2,356.0769,6.503118,-11.6965
01,1,2,356.1877,6.503118,-12.25206
01,1,2,356.2988,6.319946,-12.80761
01,1,2,356.4096,5.913395,-13.36316
01,1,2,356.5206,5.428744,-13.91872
01,1,2,356.6317,5.662433,-14.47427
01,1,2,356.7427,5.138835,-15.02983
01,1,2,356.8539,4.583282,-15.57053
01,1,2,356.9648,4.145854,-15.9618
01,1,2,357.0761,4.162208,-15.9618
01,1,2,357.1873,4.17712,-15.9618
01,1,2,357.298,4.190452,-15.9618
01,1,2,357.4096,4.202594,-15.9618
01,1,2,357.5213,4.211959,-15.9618
01,1,2,357.6314,4.22262,-15.9618
01,1,2,357.7426,4.262679,-15.9618
01,1,2,357.8537,4.326386,-15.9618
01,1,2,357.9646,4.384015,-15.9618
01,1,2,358.0757,4.441235,-15.9618
01,1,2,358.1883,4.525399,-15.9618
01,1,2,358.2977,4.765823,-15.90655
01,1,2,358.4087,5.283569,-15.3776
01,1,2,358.5199,5.785295,-14.89889
01,1,2,358.6313,5.808134,-14.89207
01,1,2,358.742,5.821449,-14.89207
01,1,2,358.853,5.833961,-14.89207
01,1,2,539.2446,0,0
01,1,2,539.3557,0,0
01,1,2,539.4668,0,0
01,1,2,539.5779,0,0
01,1,2,539.6889,0,0
01,1,2,539.8,0,0
01,1,2,539.9113,0,0
01,1,2,540.0222,0,0
01,1,2,540.1332,0,0
01,1,2,540.2449,0,0
01,1,2,540.3553,0,0
01,1,2,540.4662,0,0
01,1,2,540.5776,0,0
01,1,2,540.6886,0,0
01,1,2,540.7994,0,0
01,1,2,540.9109,0,0
01,1,2,541.0219,0,-0.236588
01,1,2,541.1328,0,-0.7921414
01,1,2,541.244,-0.0005478859,-1.347695
01,1,2,541.3555,-0.05295229,-1.903248
01,1,2,541.4663,-0.1301985,-2.458802
01,1,2,541.5776,-0.2009373,-3.014355
01,1,2,541.6885,-0.1898041,-3.569909
01,1,2,541.7995,0.2962179,-4.125462
01,1,2,541.9105,0.8517718,-4.681015
01,1,2,542.0219,1.407325,-5.236569
01,1,2,542.1334,2.018434,-5.847678
01,1,2,542.2439,2.434373,-6.29212
01,1,2,542.3552,1.87882,-5.736567
01,1,2,542.4661,1.323267,-5.181014
01,1,2,542.5772,0.7677131,-4.62546
01,1,2,542.6884,0.2121596,-4.069907
01,1,2,542.7994,-0.3433938,-3.514353
01,1,2,542.9101,-0.8989472,-2.9588
01,1,2,543.0215,-1.454501,-2.845644
