ParticipantID,Session-number,BlockID,trialID,time-stamp,position-x,position-z,head-yaw-x,head-yaw-y,head-yaw-z
,,1,4,0.2305705,9,-15.6,1.25286,137.7188,359.0816
,,1,4,0.3422092,9,-15.6,1.257708,137.7074,359.0776
,,1,4,0.4538534,9,-15.6,1.255125,137.7054,359.0778
,,1,4,0.5655321,9,-15.6,1.272427,137.7152,359.0906
,,1,4,0.6772603,9,-15.6,1.281905,137.708,359.0854
,,1,4,0.7891933,8.980709,-15.57879,1.271797,137.7088,359.0949
,,1,4,0.9011691,8.706327,-15.39074,1.254894,137.7225,359.074
,,1,4,1.013921,8.300961,-15.15325,1.253698,137.7078,359.0786
,,1,4,1.124416,7.888381,-14.91247,1.250686,137.7034,359.0783
,,1,4,1.236221,7.475524,-14.67135,1.254662,137.7038,359.0736
,,1,4,1.347858,7.061173,-14.42927,1.257829,137.7026,359.0835
,,1,4,1.459801,6.645227,-14.18598,1.258716,137.7006,359.074
,,1,4,1.571578,6.222891,-13.96545,1.252338,137.7032,359.0823
,,1,4,1.683114,5.780622,-13.80059,1.263235,137.7013,359.0746
,,1,4,1.794783,5.32537,-13.84191,1.253333,137.7087,359.0853
,,1,4,1.906854,4.922457,-14.08835,1.259935,137.7033,359.082
,,1,4,2.018028,4.572145,-14.401,1.26152,137.6986,359.0882
,,1,4,2.129834,4.22407,-14.71748,1.256378,137.6936,359.0806
,,1,4,2.241896,3.875831,-15.03412,1.270784,137.7055,359.073
,,1,4,2.35434,3.485672,-15.27935,1.259031,137.7029,359.0658
,,1,4,2.465189,3.046097,-15.11371,1.263378,137.7083,359.0828
,,1,4,2.576787,2.702579,-14.7911,1.266226,137.7141,359.0719
,,1,4,2.68858,2.402758,-14.4304,1.267619,137.6945,359.0771
,,1,4,2.80004,2.227287,-13.98503,1.269212,137.6957,359.0721
,,1,4,2.912135,2.194192,-13.50395,1.266781,137.707,359.0725
,,1,4,3.023954,2.286107,-13.02652,1.270958,137.718,359.0857
,,1,4,3.135125,2.430709,-12.55078,1.261008,137.7167,359.0764
,,1,4,3.246996,2.613908,-12.09099,1.267475,137.7218,359.0875
,,1,4,3.358871,2.818945,-11.64256,1.270015,137.716,359.0854
,,1,4,3.470817,3.042225,-11.20069,1.284078,137.7093,359.079
,,1,4,3.581884,3.269055,-10.7623,1.286283,137.7069,359.0678
,,1,4,3.693777,3.496512,-10.32321,1.271403,137.7045,359.0796
,,1,4,3.80597,3.723589,-9.88489,1.269347,137.7007,359.0794
,,1,4,3.917192,3.951516,-9.444915,1.267502,137.7138,359.0874
,,1,4,4.02897,4.177715,-9.008276,1.265096,137.712,359.0823
,,1,4,4.140967,4.405513,-8.568588,1.267171,137.71,359.0847
,,1,4,4.252323,4.633063,-8.129267,1.268416,137.7064,359.0808
,,1,4,4.364135,4.859717,-7.691779,1.257664,137.7117,359.0805
,,1,4,4.475852,5.088215,-7.251022,1.278598,137.7113,359.0659
,,1,4,4.587879,5.316496,-6.811293,1.255493,137.7035,359.0709
,,1,4,4.698928,5.543799,-6.3734,1.259279,137.7132,359.0729
,,1,4,4.81102,5.772187,-5.933455,1.247546,137.7077,359.0728
,,1,4,4.92264,6.000081,-5.494499,1.25092,137.7136,359.0636
,,1,4,13.12129,6.2278,-5.055805,1.25622,137.707,359.0785
