ParticipantID,Session-number,BlockID,trialID,time-stamp,position-x,position-z,head-yaw-x,head-yaw-y,head-yaw-z
,,0,2,0.2254122,8.996833,15.61005,34.59924,11.39711,357.6434
,,0,2,0.3416918,8.993314,15.62122,34.45489,11.33169,357.6173
,,0,2,0.4603862,8.989795,15.63239,34.11055,11.27117,357.6219
,,0,2,0.5722933,8.986276,15.64355,33.90449,11.19439,357.5965
,,0,2,0.6835058,8.982757,15.65472,33.57209,10.96315,357.5068
,,0,2,0.7954641,8.978886,15.66701,33.51796,11.13596,357.6045
,,0,2,0.9134797,8.975367,15.67817,33.35471,11.12569,357.6146
,,0,2,1.018957,8.966585,15.66259,33.26188,11.11932,357.6245
,,0,2,1.130116,8.926825,15.48979,33.20412,11.16213,357.7148
,,0,2,1.253472,8.855933,15.15904,33.09665,11.13811,357.6996
,,0,2,1.365167,8.777162,14.78627,32.92059,11.04626,357.693
,,0,2,1.476556,8.698368,14.41171,32.45503,11.07275,357.7447
,,0,2,1.599413,8.618924,14.03538,32.05378,11.0895,357.8067
,,0,2,1.711358,8.539565,13.65737,31.62884,10.94394,357.7281
,,0,2,1.823141,8.461106,13.27723,31.17647,10.82123,357.7471
,,0,2,1.934719,8.382545,12.89576,30.93582,10.81082,357.7419
,,0,2,2.046914,8.304123,12.51311,30.71891,10.76784,357.7233
,,0,2,2.16326,8.225497,12.12986,30.59138,10.80589,357.7786
,,0,2,2.270612,8.146023,11.74635,30.39065,11.00389,358.0209
,,0,2,2.381758,8.051171,11.32245,29.13922,12.69006,0.3051569
,,0,2,2.493328,7.955769,10.96886,24.38899,14.54158,1.826287
,,0,2,2.604942,7.836536,10.51252,15.65631,13.39605,0.9575163
,,0,2,2.71683,7.726517,10.08346,12.42138,14.25501,0.5067945
,,0,2,2.828475,7.599981,9.652652,9.605419,16.30179,0.439214
,,0,2,2.946385,7.455801,9.178408,9.545331,16.04519,0.1761997
,,0,2,3.051683,7.322561,8.747625,9.095223,16.6948,0.260184
,,0,2,3.163543,7.181852,8.31949,9.54227,17.77014,359.9494
,,0,2,3.275155,7.034139,7.893494,9.26341,18.42275,359.5005
,,0,2,3.386808,6.886778,7.466704,8.750216,17.92973,358.9388
,,0,2,3.498618,6.740837,7.039243,9.020159,18.23561,358.5281
,,0,2,3.610409,6.585742,6.615332,9.288812,20.21228,358.2184
,,0,2,3.729108,6.413348,6.198349,9.594051,22.4246,357.9289
,,0,2,3.834462,6.23244,5.784927,9.517014,22.38662,357.6368
,,0,2,3.957152,6.05676,5.36897,9.200592,21.69694,357.5855
,,0,2,4.068995,5.887481,4.950119,8.842405,20.36684,357.3493
,,0,2,4.180897,5.72675,4.527558,8.599558,19.85212,356.8904
,,0,2,4.303959,5.564267,4.105146,8.07308,20.35354,356.7863
,,0,2,4.415092,5.39887,3.683296,7.737239,20.62933,356.964
,,0,2,4.526361,5.231778,3.261744,7.466966,20.77896,357.1237
,,0,2,4.639087,5.064613,2.840102,7.457108,20.65961,357.2491
,,0,2,4.749623,4.881917,2.375851,7.465562,20.53383,357.4028
,,0,2,4.861854,4.73294,1.995808,7.449502,20.46084,357.5459
,,0,2,4.979993,4.551811,1.531006,7.500176,20.37547,357.5279
,,0,2,5.08552,4.415891,1.186013,7.520236,20.45445,357.5289
,,0,2,5.196787,4.377244,1.103362,7.551391,20.84234,357.6232
,,0,2,5.308637,4.373725,1.114532,7.680742,21.07869,357.7832
,,0,2,5.41995,4.370206,1.125702,7.66068,20.95991,357.8259
,,0,2,5.531809,4.366687,1.136871,7.726466,20.91586,357.86
,,0,2,5.643358,4.363168,1.148041,7.762593,20.93156,357.9561
,,0,2,5.761799,4.359649,1.159211,7.855992,20.91911,358.0314
,,0,2,5.866871,4.350213,1.154889,7.912337,20.89619,358.0631
,,0,2,5.978462,4.286149,1.007423,7.933048,20.88005,358.0642
,,0,2,6.090192,4.126297,0.66647,7.908796,20.78443,358.0571
,,0,2,6.201885,3.904227,0.2178356,7.861886,20.73554,358.0229
,,0,2,6.314398,3.714894,-0.1948273,7.85903,20.72794,357.9414
,,0,2,6.425305,3.547533,-0.6159208,7.892866,20.74188,357.9542
,,0,2,6.543882,3.381062,-1.034767,7.90409,20.76897,357.9954
,,0,2,6.649114,3.327718,-1.155016,7.958287,20.8064,358.0042
,,0,2,6.760355,3.32385,-1.142729,7.96756,20.78158,358.0143
,,0,2,6.872157,3.320685,-1.132676,7.955548,20.71514,358.0453
,,0,2,6.984496,3.317168,-1.121506,7.928527,20.68515,358.0717
,,0,2,7.096633,3.3133,-1.109219,7.919889,20.61263,358.0858
,,0,2,7.208877,3.309783,-1.098049,7.87639,20.4489,358.1099
,,0,2,7.326665,3.306266,-1.086879,7.927275,20.45648,358.1044
,,0,2,7.431269,3.30275,-1.075709,7.924375,20.49867,358.0721
,,0,2,7.554289,3.299233,-1.06454,7.901884,20.42316,358.073
,,0,2,7.666006,3.295716,-1.05337,7.939321,20.39774,358.0674
,,0,2,7.777776,3.2922,-1.0422,8.028368,20.41613,358.1058
,,0,2,7.889302,3.288683,-1.03103,8.172237,20.46153,358.0919
,,0,2,8.000968,3.285166,-1.01986,8.298884,20.36574,358.1368
,,0,2,8.118905,3.28165,-1.00869,8.249929,20.2885,358.1192
,,0,2,8.223593,3.278133,-0.9975203,8.238225,20.38911,358.164
,,0,2,8.335307,3.274265,-0.985234,8.284061,20.42534,358.1719
,,0,2,8.447731,3.270748,-0.9740647,8.235447,20.42466,358.1566
