ParticipantID,Session-number,BlockID,time-stamp,x,z
,,4,30.31336,0,0
,,4,30.42315,0,0
,,4,30.53546,0,0
,,4,30.64716,0,0
,,4,30.7589,0,0
,,4,30.87042,0,0
,,4,30.98185,0,0
,,4,31.0934,0,0
,,4,31.20591,0,0
,,4,31.31687,0,0
,,4,31.42869,0,0
,,4,31.54049,0,0
,,4,31.65236,0,0
,,4,31.76363,0,0
,,4,31.8755,0,0
,,4,31.98742,0,0
,,4,32.09893,0,0
,,4,32.21124,0,-0.09107447
,,4,32.32215,0.005311489,-0.3920503
,,4,32.43427,0.04473639,-1.003159
,,4,32.54552,0.08690786,-1.558712
,,4,32.65723,0.1290793,-2.114266
,,4,32.76925,0.1712508,-2.669819
,,4,32.88083,0.2113624,-3.225373
,,4,32.99264,0.213243,-3.780926
,,4,33.1046,0.1165619,-4.336294
,,4,33.21609,-0.1233759,-4.858387
,,4,33.32744,-0.4705648,-5.313184
,,4,33.4396,-0.8842993,-5.71976
,,4,33.55146,-1.322054,-6.087699
,,4,33.66295,-1.76393,-6.445785
,,4,33.77516,-2.172919,-6.843863
,,4,33.88628,-2.478771,-7.320187
,,4,33.99781,-2.718389,-7.83567
,,4,34.10963,-2.902031,-8.388168
,,4,34.22142,-3.018558,-8.943722
,,4,34.33299,-3.086498,-9.499275
,,4,34.4444,-3.109465,-10.05483
,,4,34.55636,-3.109465,-10.66594
,,4,34.66816,-3.109465,-11.22149
,,4,34.77965,-3.109465,-11.77704
,,4,34.89135,-3.109465,-12.3326
,,4,35.00356,-3.109465,-12.88815
,,4,35.11481,-3.109465,-13.4437
,,4,35.22668,-3.109465,-13.99926
,,4,35.33867,-3.109465,-14.55481
,,4,35.44992,-3.109465,-15.11036
,,4,35.56136,-3.109465,-15.66592
,,4,35.67355,-3.109465,-16.22147
,,4,35.78503,-3.109465,-16.77703
,,4,35.89669,-3.109465,-17.33258
,,4,36.00862,-3.109465,-17.88813
,,4,36.12021,-3.109465,-18.44369
,,4,36.23224,-3.109465,-18.99924
,,4,36.34341,-3.109465,-19.55479
,,4,36.46611,-3.009804,-19.62536
,,4,36.57803,-2.90422,-19.64484
,,4,36.69071,-2.812398,-19.66177
,,4,36.80164,-2.720579,-19.67871
,,4,36.9133,-2.661223,-19.67581
,,4,37.02492,-2.661215,-19.67576
,,4,37.1376,-2.661215,-19.67576
,,4,37.24829,-2.661215,-19.67576
,,4,37.36009,-2.661215,-19.67576
,,4,37.47197,-2.661215,-19.67576
,,4,37.58332,-2.661215,-19.67576
,,4,37.6951,-2.620392,-19.6998
,,4,37.807,-2.541309,-19.7104
,,4,37.91855,-2.460849,-19.723
,,4,38.03022,-2.382582,-19.73526
,,4,38.14192,-2.304308,-19.74753
,,4,38.25356,-2.226034,-19.75979
,,4,38.36569,-2.147762,-19.77206
,,4,38.47717,-2.083354,-19.78277
,,4,38.58868,-2.017497,-19.79086
,,4,38.70133,-1.945124,-19.80038
,,4,38.81237,-1.879877,-19.80778
,,4,38.92367,-1.877059,-19.79544
,,4,39.03653,-1.877059,-19.79544
,,4,39.14728,-1.877059,-19.79544
,,4,39.25882,-1.877059,-19.79544
,,4,39.37108,-1.877059,-19.70021
,,4,39.48235,-1.877059,-19.32524
,,4,39.59396,-1.877059,-18.80419
,,4,39.70614,-1.877059,-18.24864
,,4,39.81732,-1.877059,-17.7432
,,4,39.92905,-1.877059,-17.7432
,,4,40.04095,-1.877059,-17.7432
,,4,40.1525,-1.877059,-17.7432
,,4,40.26413,-1.877059,-17.7432
,,4,40.37585,-1.877059,-17.7432
,,4,40.48756,-1.877059,-17.7432
,,4,40.59938,-1.877059,-17.7432
,,4,40.71102,-1.877059,-17.72645
,,4,40.82264,-1.877059,-17.41194
,,4,40.93449,-1.877059,-16.85638
,,4,41.04613,-1.877059,-16.30083
,,4,41.15789,-1.877059,-15.74528
,,4,41.26993,-1.877059,-15.39457
,,4,41.38134,-1.877059,-15.38847
,,4,41.4929,-1.877059,-15.38847
,,4,41.6053,-1.877059,-15.38847
,,4,41.71637,-1.877059,-15.38847
,,4,41.82802,-1.877059,-15.38847
,,4,41.93996,-1.877059,-15.38847
,,4,42.05134,-1.877059,-15.38847
,,4,42.16338,-1.877059,-15.38847
,,4,42.2752,-1.877059,-15.38847
,,4,42.38673,-1.877059,-15.38847
,,4,42.49835,-1.877059,-15.38847
,,4,42.61008,-1.877059,-15.38847
,,4,42.722,-1.877059,-15.38847
,,4,42.83369,-1.877059,-15.38847
,,4,64.96565,0,0
,,4,65.07362,0,0
,,4,65.19653,0,0
,,4,65.3084,0,0
,,4,65.41952,0,0
,,4,65.53107,0,0
,,4,65.64295,0,0
,,4,65.75486,0,0
,,4,65.8664,0,0
,,4,65.97829,0,0
,,4,66.08984,0,0
,,4,66.2018,0,0
,,4,66.3131,0,-0.1766143
,,4,66.42475,0,-0.7101188
,,4,66.53683,0,-1.265672
,,4,66.64819,0,-1.821226
,,4,66.75979,0,-2.376779
,,4,66.87167,0,-2.932333
,,4,66.9834,0,-3.487886
,,4,67.09493,-0.05623388,-4.043439
,,4,67.20696,-0.2706485,-4.578843
,,4,67.31841,-0.6194186,-5.033303
,,4,67.43114,-1.092283,-5.367374
,,4,67.54188,-1.633029,-5.595237
,,4,67.65357,-2.188582,-5.754928
,,4,67.76514,-2.35338,-5.794182
,,4,67.87706,-2.35338,-5.794182
,,4,67.98869,-2.35338,-5.794182
,,4,68.1004,-2.35338,-5.794182
,,4,68.21221,-2.35338,-5.794182
,,4,68.32378,-2.35338,-5.794182
,,4,68.43561,-2.35338,-5.794182
,,4,87.59182,0,0
,,4,87.69376,0,0
,,4,87.80483,0,0
,,4,87.91632,0,0
,,4,88.02811,0,0
,,4,88.13966,0,0
,,4,88.25145,0,0
,,4,88.37446,0,0
,,4,88.48595,0,0
